id,date,description,amount,type,category,mode,bank,product_amount,deducted_amount,extra_charge,charge_reason,fraud,anomaly,risk_score,confidence,user_id,created_at
3135,2026-01-07,-- Grocery Shopping Expense,6000.0,expense,others,Unknown,Unknown,6000.0,6000.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-07 06:34:57
3309,2026-01-07,-- Fuel Expense n,20288.0,expense,others,Unknown,Unknown,20288.0,20288.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:31
3299,2026-01-07,-- Car EMI  expense,9000.0,expense,others,Unknown,Unknown,9000.0,9000.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:04:50
3452,2026-07-06,-- Bonus Credit Income n,20406.0,income,others,Unknown,Unknown,20406.0,20406.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:56
3434,2026-06-06,-- Medical Expenses Expense n,12029.0,expense,others,Unknown,Unknown,12029.0,12029.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:53
3376,2026-04-06,-- Freelance Project Income n,37069.0,income,others,Unknown,Unknown,37069.0,37069.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:42
3361,2026-03-06,-- Insurance Premium Expense n,22837.0,expense,others,Unknown,Unknown,22837.0,22837.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:39
3334,2026-02-06,-- Bonus Credit Income n,8941.0,income,others,Unknown,Unknown,8941.0,8941.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:35
3485,2022-01-06,Second Street Austin TX -,6789.0,income,others,Unknown,Unknown,6789.0,6789.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-10 09:22:44
3451,2026-07-05,-- Insurance Premium Expense n,12554.0,expense,others,Unknown,Unknown,12554.0,12554.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:56
3399,2026-05-05,-- Car EMI Expense n,21214.0,expense,others,Unknown,Unknown,21214.0,21214.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:47
3384,2026-04-05,-- House Rent Expense n,1328.0,expense,rent,Unknown,Unknown,1328.0,1328.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:43
3345,2026-03-05,-- Netflix Subscription Expense n,13132.0,expense,others,Unknown,Unknown,13132.0,13132.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:36
3360,2026-03-05,-- Mobile Recharge Expense n,17725.0,expense,others,Unknown,Unknown,17725.0,17725.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:39
3324,2026-02-05,-- Interest Credit Income n,9193.0,income,others,Unknown,Unknown,9193.0,9193.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:33
3497,2026-01-05,House Rent Payment,15000.0,expense,rent,Unknown,Unknown,15000.0,15000.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-11 06:55:14
3180,2026-01-05,Electricity Bill,3200.0,expense,utilities,Unknown,Unknown,3200.0,3200.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 06:25:48
3173,2026-01-05,// Electricity Bill Paid  via UPI,3500.0,income,utilities,UPI,Unknown,3500.0,3500.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-07 08:36:42
3134,2026-01-05,-- House Rent Expense,15000.0,expense,rent,Unknown,Unknown,15000.0,15000.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-07 06:34:56
3298,2026-01-05,-- House Rent  expense,18000.0,expense,rent,Unknown,Unknown,18000.0,18000.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:04:50
3176,2026-01-05,-- Electricity Bill payment via Google Pay .,3450.0,income,utilities,Unknown,GOOGLE PAY,3450.0,3450.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-07 08:41:36
3450,2026-07-04,-- Grocery Shopping Expense n,16839.0,expense,others,Unknown,Unknown,16839.0,16839.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:56
3433,2026-06-04,-- Netflix Subscription Expense n,17075.0,expense,others,Unknown,Unknown,17075.0,17075.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:53
3424,2026-06-04,-- Netflix Subscription Expense n,14251.0,expense,others,Unknown,Unknown,14251.0,14251.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:51
3398,2026-05-04,-- Medical Expenses Expense n,20279.0,expense,others,Unknown,Unknown,20279.0,20279.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:46
3409,2026-05-04,-- Insurance Premium Expense n,24552.0,expense,others,Unknown,Unknown,24552.0,24552.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:48
3383,2026-04-04,-- Electricity Bill Expense n,9608.0,expense,utilities,Unknown,Unknown,9608.0,9608.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:43
3333,2026-02-04,-- Car EMI Expense n,10890.0,expense,others,Unknown,Unknown,10890.0,10890.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:35
3308,2026-01-04,-- Insurance Premium Expense n,1013.0,expense,others,Unknown,Unknown,1013.0,1013.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:31
3449,2026-07-03,-- Electricity Bill Expense n,1369.0,expense,utilities,Unknown,Unknown,1369.0,1369.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:56
3397,2026-05-03,-- Interest Credit Income n,63037.0,income,others,Unknown,Unknown,63037.0,63037.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:46
3375,2026-04-03,-- Mobile Recharge Expense n,4821.0,expense,others,Unknown,Unknown,4821.0,4821.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:42
3359,2026-03-03,-- House Rent Expense n,3789.0,expense,rent,Unknown,Unknown,3789.0,3789.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:39
3179,2026-01-03,Salary Credited,65000.0,income,salary,Unknown,Unknown,65000.0,65000.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 06:25:48
3496,2026-01-03,Salary Credit,75000.0,income,salary,Unknown,Unknown,75000.0,75000.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-11 06:55:14
3133,2026-01-03,-- Freelance Project Income,32000.0,income,others,Unknown,Unknown,32000.0,32000.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-07 06:34:56
3297,2026-01-03,-- Freelance Payment  income,5000.0,income,others,Unknown,Unknown,5000.0,5000.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:04:50
3448,2026-07-02,-- Freelance Project Income n,12099.0,income,others,Unknown,Unknown,12099.0,12099.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:55
3408,2026-05-02,-- Medical Expenses Expense n,7110.0,expense,others,Unknown,Unknown,7110.0,7110.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:48
3374,2026-04-02,-- Insurance Premium Expense n,21012.0,expense,others,Unknown,Unknown,21012.0,21012.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:42
3344,2026-03-02,-- Monthly Salary Income n,42572.0,income,salary,Unknown,Unknown,42572.0,42572.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:36
3358,2026-03-02,-- Bonus Credit Income n,24519.0,income,others,Unknown,Unknown,24519.0,24519.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:39
3323,2026-02-02,-- Interest Credit Income n,28804.0,income,others,Unknown,Unknown,28804.0,28804.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:33
3175,2026-01-02,// ATM withdrawal SBI ATM Hyderabad  debited.,5000.0,expense,atm,Cash Withdrawal,SBI,5000.0,5000.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-07 08:41:36
3423,2026-06-01,-- Netflix Subscription Expense n,14736.0,expense,others,Unknown,Unknown,14736.0,14736.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:51
3432,2026-06-01,-- Car EMI Expense n,977.0,expense,others,Unknown,Unknown,977.0,977.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:53
3407,2026-05-01,-- Freelance Project Income n,45458.0,income,others,Unknown,Unknown,45458.0,45458.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:48
3382,2026-04-01,-- Monthly Salary Income n,64515.0,income,salary,Unknown,Unknown,64515.0,64515.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:43
3357,2026-03-01,-- Internet Bill Expense n,5089.0,expense,utilities,Unknown,Unknown,5089.0,5089.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:39
3332,2026-02-01,-- Grocery Shopping Expense n,8361.0,expense,others,Unknown,Unknown,8361.0,8361.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:34
3178,2026-01-01,House Rent,15000.0,expense,rent,Unknown,Unknown,15000.0,15000.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 06:25:48
3296,2026-01-01,-- Salary Credit  income,25000.0,income,salary,Unknown,Unknown,25000.0,25000.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:04:49
3132,2026-01-01,-- Monthly Salary Income,65000.0,income,salary,Unknown,Unknown,65000.0,65000.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-07 06:34:56
3307,2026-01-01,-- House Rent Expense n,9273.0,expense,rent,Unknown,Unknown,9273.0,9273.0,0.0,No Extra Charges,0,0,0.0,0.5,4,2026-03-08 14:05:31
