transaction_id,date,customer_id,description,merchant_name,amount,payment_method,type,customer_segment,location
T029588,2023-03-22,25233,commission credited,Swiggy,14092.75,UPI,income,Student,Delhi
T029589,2024-03-09,11885,electricity bill,Electricity Board,33558.12,Debit Card,expense,Student,Chennai
T029590,2023-06-02,63520,freelance income,Local Store,9736.87,Net Banking,income,Salaried,Chennai
T029591,2022-05-10,90244,subscription charge,Salary Dept,41407.13,UPI,expense,Salaried,Mumbai
T029592,2022-01-03,45016,salary credited,Uber,28099.8,Net Banking,income,Salaried,Delhi
T029593,2024-05-15,78948,grocery purchase,Flipkart,35869.03,UPI,expense,Salaried,Hyderabad
T029594,2023-08-15,74810,interest credited,Amazon,13760.17,Debit Card,income,Retired,Chennai
T029595,2022-05-25,21769,bonus received,SBI,37938.65,UPI,income,Retired,Delhi
T029596,2022-05-10,91483,grocery purchase,SBI,1637.19,Debit Card,expense,Retired,Bangalore
T029597,2024-05-14,53147,insurance premium,SBI,28644.98,Net Banking,expense,Student,Hyderabad
T029598,2024-06-09,16449,bonus received,Paytm,36497.53,Net Banking,income,Student,Delhi
T029599,2023-01-11,52179,grocery purchase,Uber,42539.55,UPI,expense,Salaried,Bangalore
T029600,2023-05-24,18136,rent paid,PhonePe,19794.91,UPI,expense,Salaried,Mumbai
T029601,2024-04-30,81986,insurance premium,SBI,15588.99,Credit Card,expense,Student,Chennai
T029602,2022-01-01,52999,cashback received,SBI,8642.85,Credit Card,income,Retired,Bangalore
T029603,2023-12-29,99567,freelance income,Tax Office,23672.0,Credit Card,income,Student,Mumbai
T029604,2023-08-12,41052,salary credited,PhonePe,44250.68,UPI,income,Retired,Bangalore
T029605,2022-01-19,71281,transfer processed,Amazon,6885.63,Debit Card,income,Retired,Mumbai
T029606,2024-01-22,21346,bonus received,Flipkart,41655.05,UPI,income,Retired,Hyderabad
T029607,2022-02-20,67677,online payment,Zomato,42037.97,Credit Card,income,Salaried,Hyderabad
T029608,2022-03-06,24852,insurance premium,Paytm,18487.36,Cash,expense,Student,Hyderabad
T029609,2023-10-10,82603,bonus received,Electricity Board,44406.68,Credit Card,income,Student,Chennai
T029610,2023-02-13,41485,commission credited,Salary Dept,17670.76,UPI,income,Salaried,Bangalore
T029611,2022-08-13,85225,fund transfer,Local Store,22382.38,UPI,income,Business,Mumbai
T029612,2023-12-23,93337,commission credited,Paytm,13643.6,Credit Card,income,Retired,Bangalore
T029613,2022-12-17,34272,insurance premium,Airtel,39755.96,Cash,expense,Salaried,Hyderabad
T029614,2023-02-24,13763,fuel payment,Airtel,49018.5,Net Banking,expense,Business,Delhi
T029615,2022-10-09,69087,fund transfer,Local Store,34692.94,Credit Card,income,Retired,Chennai
T029616,2022-02-24,64848,salary credited,SBI,12818.7,Debit Card,income,Salaried,Bangalore
T029617,2023-04-16,40075,insurance premium,PhonePe,1338.89,Net Banking,expense,Retired,Chennai
T029618,2022-06-25,38692,rent paid,PhonePe,15401.85,Debit Card,expense,Retired,Chennai
T029619,2022-08-05,76414,salary credited,Flipkart,12621.78,UPI,income,Business,Bangalore
T029620,2024-04-27,38848,grocery purchase,ICICI,49742.77,Net Banking,expense,Business,Delhi
T029621,2022-05-20,29268,commission credited,Salary Dept,9020.34,Net Banking,income,Business,Delhi
T029622,2022-10-13,86323,insurance premium,Flipkart,33515.63,Credit Card,expense,Student,Hyderabad
T029623,2024-05-17,51620,fund transfer,ICICI,45393.34,Credit Card,income,Student,Mumbai
T029624,2024-06-04,86872,refund processed,Google Pay,20377.64,Debit Card,expense,Student,Mumbai
T029625,2023-04-27,89023,insurance premium,Google Pay,153.83,Cash,expense,Salaried,Bangalore
T029626,2022-07-01,50139,commission credited,Freelance Client,35791.64,UPI,income,Retired,Mumbai
T029627,2023-05-31,63137,rent paid,Swiggy,33445.62,Credit Card,expense,Student,Hyderabad
T029628,2022-06-16,44037,electricity bill,Tax Office,35924.78,Debit Card,expense,Salaried,Bangalore
T029629,2023-07-28,88434,subscription charge,ICICI,30343.83,Net Banking,expense,Salaried,Chennai
T029630,2023-09-18,27678,refund processed,HDFC,27525.75,Cash,expense,Salaried,Bangalore
T029631,2022-12-02,53051,electricity bill,PhonePe,27038.67,UPI,expense,Retired,Bangalore
T029632,2024-01-09,28141,insurance premium,Uber,37747.61,Cash,expense,Retired,Mumbai
T029633,2024-03-17,85692,insurance premium,Airtel,48435.18,Debit Card,expense,Retired,Chennai
T029634,2022-10-14,34160,fuel payment,PhonePe,20415.03,Cash,expense,Student,Chennai
T029635,2022-01-06,22835,interest credited,SBI,2627.05,Net Banking,income,Student,Bangalore
T029636,2022-03-01,19383,bonus received,Amazon,23617.56,UPI,income,Student,Delhi
T029637,2022-04-02,34564,subscription charge,Paytm,49303.48,Cash,expense,Salaried,Chennai
T029638,2023-05-13,94761,transaction completed,Freelance Client,35062.97,Cash,expense,Student,Delhi
T029639,2023-06-17,48484,refund processed,Zomato,26467.41,Net Banking,expense,Business,Mumbai
T029640,2023-10-30,61556,subscription charge,Local Store,32294.28,Credit Card,expense,Business,Chennai
T029641,2024-04-16,95482,salary credited,Local Store,16517.21,UPI,income,Retired,Bangalore
T029642,2023-06-14,38280,freelance income,Airtel,6692.82,UPI,income,Salaried,Chennai
T029643,2022-07-07,52782,subscription charge,Google Pay,38067.29,Debit Card,expense,Business,Hyderabad
T029644,2022-06-14,60423,subscription charge,Google Pay,33563.39,UPI,expense,Salaried,Chennai
T029645,2023-12-07,36295,insurance premium,Paytm,41638.37,Credit Card,expense,Salaried,Delhi
T029646,2022-09-26,67596,commission credited,Reliance,22003.77,Debit Card,income,Retired,Hyderabad
T029647,2024-01-05,85287,cashback received,Swiggy,36072.87,Debit Card,income,Retired,Bangalore
T029648,2023-04-09,66953,insurance premium,Amazon,8203.47,Net Banking,expense,Salaried,Mumbai
T029649,2022-09-04,84464,rent paid,Freelance Client,32354.95,Credit Card,expense,Business,Mumbai
T029650,2022-04-03,81678,online payment,Paytm,3820.9,Cash,expense,Retired,Hyderabad
T029651,2022-05-20,55955,grocery purchase,Freelance Client,46020.15,Cash,expense,Retired,Hyderabad
T029652,2023-03-06,61080,interest credited,Amazon,46286.49,Net Banking,income,Student,Chennai
T029653,2022-03-16,91793,grocery purchase,SBI,1066.34,UPI,expense,Salaried,Delhi
T029654,2023-02-03,74930,bonus received,HDFC,27829.81,Cash,income,Student,Hyderabad
T029655,2023-07-10,32650,online payment,Tax Office,40267.61,Debit Card,expense,Student,Chennai
T029656,2024-03-24,33212,interest credited,Google Pay,1756.54,Credit Card,income,Retired,Delhi
T029657,2024-03-01,77726,bonus received,Reliance,49294.59,UPI,income,Salaried,Chennai
T029658,2023-01-18,76538,interest credited,Amazon,14049.94,Cash,income,Student,Hyderabad
T029659,2022-01-07,52882,interest credited,PhonePe,48507.81,UPI,income,Student,Bangalore
T029660,2023-05-09,33038,electricity bill,HDFC,1867.41,UPI,expense,Salaried,Delhi
T029661,2022-03-09,83630,insurance premium,Tax Office,37177.1,Credit Card,expense,Salaried,Delhi
T029662,2022-03-02,32451,account adjustment,PhonePe,19130.14,Debit Card,expense,Business,Mumbai
T029663,2024-03-16,79288,online payment,Electricity Board,23738.28,Net Banking,income,Student,Bangalore
T029664,2022-12-26,65352,grocery purchase,Tax Office,44174.66,Debit Card,expense,Student,Chennai
T029665,2023-07-30,30521,subscription charge,ICICI,14310.41,Net Banking,income,Salaried,Bangalore
T029666,2023-10-19,74308,electricity bill,Swiggy,39737.74,Net Banking,expense,Business,Mumbai
T029667,2023-12-16,62854,grocery purchase,PhonePe,28855.38,Cash,expense,Business,Chennai
T029668,2024-02-11,47206,bonus received,Electricity Board,43393.39,Net Banking,income,Student,Mumbai
T029669,2022-03-02,79963,salary credited,Swiggy,39105.52,Debit Card,income,Student,Delhi
T029670,2022-04-04,15556,grocery purchase,HDFC,12445.95,UPI,expense,Retired,Chennai
T029671,2022-04-29,28772,bank entry,ICICI,4367.47,Credit Card,income,Retired,Hyderabad
T029672,2023-08-12,38063,freelance income,Tax Office,42205.82,UPI,income,Business,Mumbai
T029673,2023-01-16,32709,salary credited,Flipkart,23299.39,Net Banking,income,Retired,Mumbai
T029674,2022-01-02,60852,online payment,Freelance Client,11425.34,Debit Card,income,Retired,Delhi
T029675,2023-09-18,90855,grocery purchase,Google Pay,11842.42,Credit Card,expense,Salaried,Chennai
T029676,2022-07-02,15383,rent paid,Google Pay,13636.58,Credit Card,expense,Business,Bangalore
T029677,2024-05-14,11233,grocery purchase,PhonePe,1107.96,Net Banking,expense,Salaried,Mumbai
T029678,2023-04-20,37146,salary credited,Local Store,968.86,Credit Card,income,Retired,Hyderabad
T029679,2024-04-06,61450,subscription charge,SBI,742.57,Net Banking,expense,Business,Bangalore
T029680,2022-04-22,34713,refund processed,Amazon,41345.56,Debit Card,income,Retired,Bangalore
T029681,2024-04-15,53758,fuel payment,Zomato,15614.92,Net Banking,expense,Student,Chennai
T029682,2023-11-04,90325,fuel payment,Electricity Board,25307.51,Credit Card,expense,Student,Bangalore
T029683,2022-03-30,78466,rent paid,Uber,17653.07,Credit Card,expense,Salaried,Hyderabad
T029684,2022-11-19,87648,freelance income,Uber,38119.9,Credit Card,income,Business,Mumbai
T029685,2022-07-10,22374,cashback received,ICICI,49936.26,UPI,income,Business,Bangalore
T029686,2023-03-14,60985,payment received,Zomato,46158.98,Debit Card,income,Student,Hyderabad
T029687,2022-03-24,41012,grocery purchase,PhonePe,36592.46,UPI,expense,Salaried,Delhi
T029688,2024-02-05,94059,transaction completed,Amazon,7151.75,UPI,income,Student,Mumbai
T029689,2022-02-14,34783,electricity bill,ICICI,44357.98,Net Banking,expense,Business,Hyderabad
T029690,2024-02-01,25563,insurance premium,SBI,10327.42,UPI,expense,Retired,Bangalore
T029691,2023-01-07,53193,cashback received,ICICI,40690.24,Net Banking,income,Business,Mumbai
T029692,2022-08-21,20042,salary credited,Tax Office,32956.19,Cash,income,Business,Bangalore
T029693,2024-04-16,69031,online payment,Flipkart,31300.57,Cash,income,Business,Hyderabad
T029694,2024-06-01,53163,freelance income,ICICI,31294.47,Debit Card,income,Retired,Delhi
T029695,2024-03-23,98356,grocery purchase,Uber,24597.71,UPI,expense,Salaried,Chennai
T029696,2023-03-28,12208,online payment,Google Pay,15792.16,Debit Card,income,Salaried,Mumbai
T029697,2022-02-24,23796,refund processed,Zomato,48689.4,Cash,income,Business,Hyderabad
T029698,2024-04-20,32670,rent paid,Swiggy,39623.96,UPI,expense,Student,Delhi
T029699,2023-08-07,34320,payment received,Flipkart,21620.2,Credit Card,income,Student,Delhi
T029700,2022-05-20,30074,cashback received,Amazon,2643.06,Debit Card,income,Business,Mumbai
T029701,2022-07-24,37931,insurance premium,ICICI,47548.46,Net Banking,expense,Business,Delhi
T029702,2022-02-14,28993,insurance premium,SBI,39462.77,Credit Card,expense,Retired,Delhi
T029703,2022-02-03,65330,freelance income,Swiggy,40325.2,Debit Card,income,Student,Chennai
T029704,2023-04-19,42991,interest credited,HDFC,17582.76,Net Banking,income,Business,Bangalore
T029705,2022-03-14,25003,insurance premium,Paytm,8527.2,Debit Card,expense,Retired,Chennai
T029706,2024-04-09,57496,electricity bill,Salary Dept,31160.03,UPI,expense,Retired,Delhi
T029707,2023-03-17,24743,bonus received,Swiggy,2678.24,Cash,income,Student,Delhi
T029708,2023-08-31,62926,salary credited,SBI,27842.83,Cash,income,Business,Hyderabad
T029709,2022-11-18,89543,interest credited,Zomato,36264.96,Debit Card,income,Student,Mumbai
T029710,2023-11-28,34300,cashback received,ICICI,47684.9,Net Banking,income,Business,Delhi
T029711,2022-01-16,91711,fund transfer,Freelance Client,36926.78,Cash,income,Retired,Hyderabad
T029712,2022-01-05,81509,interest credited,Salary Dept,13415.05,Credit Card,income,Retired,Chennai
T029713,2023-05-11,19703,grocery purchase,Local Store,2212.93,Net Banking,expense,Business,Hyderabad
T029714,2022-09-20,94006,insurance premium,Flipkart,6168.78,Credit Card,expense,Business,Delhi
T029715,2023-12-19,75014,interest credited,PhonePe,32076.75,UPI,income,Retired,Hyderabad
T029716,2024-04-29,98816,payment received,Salary Dept,26774.91,Debit Card,income,Student,Hyderabad
T029717,2023-11-01,99403,grocery purchase,Electricity Board,24377.42,Credit Card,expense,Student,Bangalore
T029718,2022-03-30,50431,subscription charge,Paytm,20481.33,Cash,expense,Student,Mumbai
T029719,2024-06-17,66436,insurance premium,Swiggy,11096.1,Debit Card,expense,Salaried,Mumbai
T029720,2023-06-01,31845,subscription charge,Tax Office,9420.07,Credit Card,expense,Retired,Mumbai
T029721,2023-08-11,91777,commission credited,PhonePe,161.03,UPI,income,Retired,Bangalore
T029722,2024-03-15,45055,bonus received,Google Pay,17154.69,Credit Card,income,Salaried,Chennai
T029723,2022-11-16,18878,account adjustment,Amazon,40681.35,Credit Card,income,Business,Hyderabad
T029724,2023-07-30,20209,account adjustment,Uber,8059.79,Cash,income,Business,Delhi
T029725,2023-12-30,68812,fuel payment,Google Pay,37422.62,Debit Card,expense,Salaried,Delhi
T029726,2022-12-02,21004,fund transfer,Tax Office,6420.31,Debit Card,income,Business,Hyderabad
T029727,2023-12-17,43390,salary credited,Reliance,10940.88,Cash,income,Retired,Hyderabad
T029728,2022-10-28,38400,freelance income,Airtel,25038.04,Cash,income,Student,Chennai
T029729,2022-08-21,86511,grocery purchase,Freelance Client,48037.73,UPI,expense,Student,Bangalore
T029730,2024-04-10,88121,electricity bill,Reliance,27698.79,UPI,expense,Salaried,Chennai
T029731,2023-10-24,16876,interest credited,Flipkart,13802.91,Net Banking,income,Student,Chennai
T029732,2022-05-25,58104,cashback received,Salary Dept,5904.86,Debit Card,income,Salaried,Bangalore
T029733,2024-03-27,89135,electricity bill,Google Pay,3221.6,UPI,expense,Salaried,Chennai
T029734,2023-08-05,53906,insurance premium,Reliance,43168.81,UPI,expense,Student,Chennai
T029735,2023-06-19,30378,freelance income,PhonePe,23593.31,Debit Card,income,Student,Chennai
T029736,2023-04-25,36568,cashback received,Freelance Client,12876.16,Debit Card,income,Salaried,Hyderabad
T029737,2023-02-28,96224,transfer processed,Paytm,3385.77,UPI,income,Retired,Mumbai
T029738,2023-08-31,97332,transaction completed,Uber,12170.49,UPI,income,Salaried,Chennai
T029739,2023-07-23,40796,salary credited,Flipkart,34296.19,UPI,income,Business,Delhi
T029740,2023-08-10,96353,freelance income,Amazon,30139.56,Credit Card,income,Student,Bangalore
T029741,2022-08-07,74350,bonus received,PhonePe,16026.76,UPI,income,Business,Chennai
T029742,2024-06-04,65061,cashback received,ICICI,468.51,Net Banking,income,Salaried,Chennai
T029743,2024-05-28,85597,fuel payment,Paytm,12224.84,UPI,expense,Retired,Bangalore
T029744,2023-02-27,34401,interest credited,HDFC,2822.97,Net Banking,income,Business,Delhi
T029745,2022-12-19,13810,electricity bill,Uber,8096.94,UPI,expense,Business,Delhi
T029746,2022-05-15,99362,grocery purchase,Local Store,1362.61,Cash,expense,Retired,Bangalore
T029747,2023-09-02,14902,interest credited,Swiggy,31079.46,Debit Card,income,Business,Bangalore
T029748,2022-09-21,72734,commission credited,Amazon,40708.09,Cash,income,Business,Delhi
T029749,2022-10-13,95148,commission credited,Salary Dept,12050.7,Credit Card,income,Business,Bangalore
T029750,2023-04-29,59723,bonus received,Google Pay,20401.14,UPI,income,Retired,Bangalore
T029751,2024-02-24,70599,cashback received,Paytm,3295.4,Cash,income,Student,Hyderabad
T029752,2022-04-29,86199,subscription charge,Swiggy,17420.1,UPI,expense,Student,Mumbai
T029753,2023-02-28,23967,commission credited,Google Pay,29585.82,Net Banking,income,Retired,Hyderabad
T029754,2024-05-06,50536,cashback received,Zomato,35733.15,Credit Card,income,Salaried,Mumbai
T029755,2024-01-21,15135,cashback received,PhonePe,8091.1,UPI,income,Business,Delhi
T029756,2022-04-01,72365,grocery purchase,Salary Dept,18192.18,UPI,expense,Salaried,Chennai
T029757,2023-10-02,89608,refund processed,Uber,46631.98,UPI,income,Business,Hyderabad
T029758,2024-03-23,95953,fuel payment,Paytm,11792.04,Net Banking,expense,Business,Bangalore
T029759,2024-01-09,81979,online payment,Swiggy,36378.77,Cash,income,Business,Hyderabad
T029760,2023-06-12,31925,insurance premium,Amazon,25021.66,Cash,expense,Salaried,Chennai
T029761,2022-05-25,40993,fuel payment,Uber,19558.52,Credit Card,expense,Student,Hyderabad
T029762,2023-05-01,75796,interest credited,Zomato,20763.54,Cash,income,Student,Chennai
T029763,2022-07-27,84663,bonus received,Flipkart,16852.06,Credit Card,income,Student,Chennai
T029764,2024-04-04,59483,payment received,Salary Dept,39821.22,UPI,expense,Student,Delhi
T029765,2022-11-15,34843,interest credited,PhonePe,14801.71,Credit Card,income,Salaried,Delhi
T029766,2024-04-10,47879,transfer processed,Tax Office,3492.33,UPI,expense,Business,Delhi
T029767,2023-07-06,78457,freelance income,Electricity Board,30253.92,Cash,income,Student,Delhi
T029768,2022-03-26,13888,grocery purchase,Google Pay,30193.18,Debit Card,expense,Retired,Bangalore
T029769,2022-08-07,75713,bank entry,Amazon,46187.93,Cash,expense,Business,Hyderabad
T029770,2024-02-29,61151,online payment,Airtel,40242.85,Net Banking,income,Salaried,Delhi
T029771,2024-01-13,17426,freelance income,Local Store,16740.56,Credit Card,income,Student,Delhi
T029772,2024-03-03,80031,fuel payment,Salary Dept,21558.42,Credit Card,expense,Business,Chennai
T029773,2022-03-14,20047,fuel payment,Swiggy,26144.51,Net Banking,expense,Business,Delhi
T029774,2022-02-06,28039,freelance income,Google Pay,22044.18,Cash,income,Retired,Bangalore
T029775,2022-09-22,71096,freelance income,PhonePe,3966.23,Net Banking,income,Retired,Chennai
T029776,2022-12-07,45301,interest credited,Freelance Client,25951.0,Cash,income,Salaried,Hyderabad
T029777,2022-02-16,58707,payment received,Electricity Board,44398.67,Credit Card,income,Business,Hyderabad
T029778,2022-06-07,55114,grocery purchase,Google Pay,48312.64,Debit Card,expense,Salaried,Delhi
T029779,2022-12-27,31366,electricity bill,Reliance,34067.5,UPI,expense,Student,Bangalore
T029780,2024-03-04,30745,bonus received,Salary Dept,47684.3,Credit Card,income,Retired,Mumbai
T029781,2023-07-29,53082,salary credited,HDFC,10881.83,Debit Card,income,Business,Chennai
T029782,2023-11-11,65270,commission credited,Local Store,47185.7,Debit Card,income,Student,Hyderabad
T029783,2023-09-18,21353,cashback received,Flipkart,45923.07,Cash,income,Student,Bangalore
T029784,2023-02-17,35080,interest credited,Local Store,245.6,Cash,income,Student,Mumbai
T029785,2022-08-16,28788,refund processed,Tax Office,15139.53,Cash,expense,Student,Mumbai
T029786,2023-12-03,44969,bank entry,PhonePe,6137.71,UPI,expense,Retired,Delhi
T029787,2022-07-07,65171,bonus received,Electricity Board,44619.34,Debit Card,income,Salaried,Mumbai
T029788,2022-03-12,70633,insurance premium,Tax Office,28424.85,UPI,expense,Business,Bangalore
T029789,2023-04-25,15659,cashback received,Local Store,17820.43,UPI,income,Business,Hyderabad
T029790,2022-10-31,43921,transfer processed,Uber,33955.82,UPI,expense,Student,Mumbai
T029791,2022-08-07,14161,insurance premium,Tax Office,32370.57,Credit Card,expense,Retired,Delhi
T029792,2024-03-13,25503,salary credited,Uber,34832.2,UPI,income,Retired,Bangalore
T029793,2024-03-20,34982,insurance premium,ICICI,35317.14,Debit Card,expense,Salaried,Delhi
T029794,2024-01-16,79014,subscription charge,Reliance,5689.86,Credit Card,expense,Retired,Delhi
T029795,2023-01-04,65910,fuel payment,PhonePe,41358.0,Credit Card,expense,Retired,Chennai
T029796,2023-03-25,62632,bonus received,Swiggy,28028.68,Credit Card,income,Student,Mumbai
T029797,2022-09-20,37172,interest credited,Airtel,26414.0,Net Banking,income,Business,Delhi
T029798,2023-06-21,85696,rent paid,ICICI,47852.86,UPI,expense,Business,Hyderabad
T029799,2024-02-22,67804,refund processed,Uber,42521.19,UPI,expense,Business,Chennai
T029800,2024-04-23,87467,fund transfer,ICICI,35735.89,Credit Card,expense,Retired,Bangalore
T029801,2022-09-05,73107,interest credited,Zomato,46862.63,Cash,income,Salaried,Chennai
T029802,2022-12-12,68926,grocery purchase,Airtel,26086.17,Cash,expense,Salaried,Delhi
T029803,2024-06-11,83137,subscription charge,PhonePe,28319.63,Credit Card,expense,Business,Chennai
T029804,2022-06-05,79053,electricity bill,ICICI,38527.42,Cash,expense,Student,Mumbai
T029805,2023-03-07,80338,insurance premium,Freelance Client,35990.63,Cash,expense,Student,Bangalore
T029806,2023-06-27,94295,electricity bill,Local Store,12958.52,Cash,expense,Business,Chennai
T029807,2022-03-03,83386,rent paid,Swiggy,20084.34,Net Banking,expense,Business,Hyderabad
T029808,2023-02-20,16744,insurance premium,Swiggy,17690.79,Debit Card,expense,Salaried,Bangalore
T029809,2024-06-01,98309,freelance income,ICICI,34525.15,Credit Card,income,Business,Bangalore
T029810,2022-10-07,81784,commission credited,Local Store,26855.12,Debit Card,income,Business,Bangalore
T029811,2023-07-13,70083,rent paid,Reliance,23576.39,Debit Card,expense,Salaried,Chennai
T029812,2023-03-22,60123,online payment,Paytm,43105.15,Net Banking,income,Business,Hyderabad
T029813,2022-02-09,82672,cashback received,Zomato,8956.96,UPI,income,Salaried,Mumbai
T029814,2024-02-03,52285,transaction completed,Google Pay,12529.26,Cash,expense,Salaried,Mumbai
T029815,2023-03-16,67496,subscription charge,Swiggy,34946.12,Net Banking,expense,Student,Chennai
T029816,2023-04-04,87336,subscription charge,Zomato,10270.62,Credit Card,expense,Retired,Chennai
T029817,2022-07-18,72396,grocery purchase,Google Pay,14487.78,Cash,expense,Salaried,Mumbai
T029818,2023-08-26,62238,subscription charge,Swiggy,5647.69,UPI,expense,Business,Delhi
T029819,2023-07-16,23417,cashback received,Zomato,14157.83,Debit Card,income,Salaried,Mumbai
T029820,2022-08-13,55129,freelance income,Google Pay,27223.39,Debit Card,income,Retired,Mumbai
T029821,2024-01-05,47719,commission credited,Airtel,23433.32,Credit Card,income,Salaried,Hyderabad
T029822,2022-09-15,14002,bonus received,Airtel,47089.38,Debit Card,income,Salaried,Mumbai
T029823,2022-11-03,12332,salary credited,Electricity Board,30352.11,UPI,income,Student,Bangalore
T029824,2023-07-09,36149,bonus received,Freelance Client,27409.04,Credit Card,income,Salaried,Delhi
T029825,2023-05-31,79911,insurance premium,HDFC,22579.08,Credit Card,expense,Business,Hyderabad
T029826,2022-07-19,95808,subscription charge,Tax Office,22346.13,Net Banking,expense,Business,Mumbai
T029827,2023-07-15,68923,electricity bill,Tax Office,30719.36,Debit Card,expense,Retired,Chennai
T029828,2022-11-07,27352,insurance premium,HDFC,40502.54,UPI,expense,Business,Mumbai
T029829,2022-07-01,71081,rent paid,Electricity Board,37497.09,Net Banking,expense,Student,Bangalore
T029830,2022-11-22,73778,fuel payment,Local Store,19058.98,Debit Card,expense,Salaried,Mumbai
T029831,2024-03-30,77569,transfer processed,Uber,9294.08,Cash,income,Student,Mumbai
T029832,2022-08-22,31645,fuel payment,Amazon,21663.69,Net Banking,expense,Business,Hyderabad
T029833,2023-01-27,35343,transaction completed,Local Store,38304.7,Cash,income,Student,Mumbai
T029834,2024-03-27,10645,electricity bill,Tax Office,24773.65,Cash,expense,Business,Delhi
T029835,2023-10-08,41775,cashback received,Local Store,7786.87,Debit Card,income,Retired,Bangalore
T029836,2024-05-20,14121,insurance premium,Google Pay,44694.01,Debit Card,expense,Retired,Chennai
T029837,2022-11-02,73742,grocery purchase,ICICI,43023.61,Cash,expense,Retired,Hyderabad
T029838,2023-02-20,83648,freelance income,Local Store,28551.2,Credit Card,income,Salaried,Delhi
T029839,2022-05-22,19271,transfer processed,Salary Dept,46779.9,Debit Card,expense,Business,Bangalore
T029840,2023-07-08,49204,commission credited,Tax Office,8492.73,UPI,income,Business,Bangalore
T029841,2022-02-18,35212,transaction completed,Uber,34171.54,Credit Card,income,Business,Bangalore
T029842,2022-12-05,85828,subscription charge,Airtel,48311.03,Net Banking,expense,Business,Chennai
T029843,2022-12-09,33481,online payment,Swiggy,15117.87,Credit Card,expense,Business,Delhi
T029844,2022-02-24,76404,salary credited,Zomato,44407.39,Credit Card,income,Business,Hyderabad
T029845,2023-04-02,48682,bank entry,Uber,37412.07,Debit Card,expense,Salaried,Delhi
T029846,2024-04-15,71441,salary credited,Freelance Client,19500.26,Debit Card,income,Business,Delhi
T029847,2023-03-31,83749,subscription charge,Reliance,47980.78,Debit Card,expense,Business,Hyderabad
T029848,2022-10-11,69969,electricity bill,Swiggy,36399.37,Net Banking,expense,Business,Hyderabad
T029849,2023-12-23,98275,transfer processed,Zomato,6405.36,Credit Card,expense,Salaried,Delhi
T029850,2022-02-21,74747,account adjustment,Amazon,12570.12,Cash,income,Student,Bangalore
T029851,2023-02-07,11903,electricity bill,Zomato,31176.62,Cash,expense,Business,Mumbai
T029852,2023-01-04,45344,commission credited,Electricity Board,20227.91,Cash,income,Business,Chennai
T029853,2023-04-05,96534,online payment,Salary Dept,6012.31,Net Banking,income,Retired,Mumbai
T029854,2023-09-27,28319,subscription charge,Local Store,7596.6,Cash,expense,Business,Bangalore
T029855,2022-12-10,31441,fuel payment,Paytm,25096.44,Net Banking,expense,Retired,Hyderabad
T029856,2022-12-27,86178,insurance premium,Zomato,3277.68,Debit Card,expense,Retired,Hyderabad
T029857,2022-03-23,87312,bonus received,Swiggy,43850.65,Net Banking,income,Business,Chennai
T029858,2023-01-08,34862,rent paid,Paytm,177.02,Cash,expense,Business,Chennai
T029859,2023-02-11,41103,subscription charge,Airtel,15694.02,Credit Card,expense,Retired,Chennai
T029860,2022-06-13,21510,fuel payment,SBI,46819.38,Net Banking,expense,Student,Hyderabad
T029861,2022-07-30,44691,grocery purchase,HDFC,14028.68,Net Banking,expense,Retired,Hyderabad
T029862,2023-08-02,88938,freelance income,Amazon,4372.73,UPI,income,Retired,Chennai
T029863,2022-07-07,81991,insurance premium,Flipkart,8549.14,Credit Card,expense,Salaried,Bangalore
T029864,2024-01-17,50372,cashback received,Amazon,8110.95,Cash,income,Retired,Mumbai
T029865,2024-04-24,78309,commission credited,Google Pay,26029.48,UPI,income,Retired,Delhi
T029866,2022-01-10,53050,rent paid,PhonePe,25642.69,Net Banking,expense,Retired,Chennai
T029867,2023-09-01,37377,grocery purchase,Reliance,9924.07,Cash,expense,Retired,Hyderabad
T029868,2022-02-04,68336,transfer processed,Zomato,242.56,Cash,expense,Retired,Hyderabad
T029869,2023-07-08,85312,salary credited,Paytm,22118.43,Debit Card,income,Business,Bangalore
T029870,2022-12-08,68219,commission credited,Tax Office,27859.5,Debit Card,income,Student,Bangalore
T029871,2024-02-24,69229,fuel payment,Reliance,22135.47,UPI,expense,Student,Mumbai
T029872,2022-11-29,75679,cashback received,HDFC,11836.13,Debit Card,income,Business,Bangalore
T029873,2022-04-20,66648,insurance premium,Google Pay,40982.03,Net Banking,expense,Salaried,Chennai
T029874,2022-02-13,35698,rent paid,SBI,21807.6,Cash,expense,Student,Mumbai
T029875,2023-05-21,27083,salary credited,Reliance,12478.83,Cash,income,Student,Delhi
T029876,2023-10-07,55169,freelance income,SBI,7196.87,UPI,income,Student,Mumbai
T029877,2023-12-18,32702,subscription charge,Paytm,46650.64,UPI,expense,Business,Delhi
T029878,2022-11-13,51022,cashback received,Uber,37271.22,Debit Card,income,Student,Bangalore
T029879,2024-01-19,76543,transaction completed,PhonePe,36057.82,Net Banking,income,Student,Delhi
T029880,2022-01-29,85710,bonus received,SBI,43437.94,Debit Card,income,Business,Delhi
T029881,2023-11-14,17203,bonus received,Swiggy,35394.47,Cash,income,Retired,Hyderabad
T029882,2023-09-07,69772,fuel payment,Zomato,29687.47,Cash,expense,Student,Bangalore
T029883,2022-04-15,46492,commission credited,SBI,32322.53,Debit Card,income,Retired,Delhi
